pl_name,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_age,sy_dist
"Kepler-350 d",2013,"Transit",26.13600000000,0.1786000000,2.80000000,1.49000000000000e+01,14.90000000,2.690000,782.00,83.2370,0.000000,89.65000,6492.30,1.250000,1.000000,0.42842,4.0000,956.85900000
"Kepler-238 f",2013,"Transit",50.44700000000,0.2863500000,2.00000000,1.35000000000000e+01,13.50000000,1.700000,568.00,35.8690,0.000000,89.57000,5800.00,0.960000,1.060000,0.43048,4.7900,1798.75000000
"Kepler-287 c",2014,"Transit",44.85189600000,0.2460000000,3.26000000,6.60000000000000e+01,66.00000000,15.400000,513.00,12.4570,0.000000,89.24000,5806.00,1.032000,0.963000,-0.13438,2.8800,835.86000000
"WASP-24 b",2010,"Transit",2.34121000000,0.0365100000,15.46842000,3.94109200000000e+02,394.10920000,0.622000,1772.00,934.4650,0.000000,83.64000,6075.00,1.420000,1.430000,0.33131,3.8000,322.11400000
"WASP-21 b",2010,"Transit",4.32248200000,0.0520000000,11.99000000,9.53450000000000e+01,95.34500000,0.320000,1333.00,705.0438,0.000000,88.75000,5800.00,1.060000,1.010000,0.30426,12.0000,258.42600000
"GJ 3473 b",2020,"Transit",1.19800350000,0.0158900000,1.26400000,1.86000000000000e+00,1.86000000,5.030000,773.00,59.4000,0.000000,87.95000,3347.00,0.364000,0.360000,-1.82391,,27.36440000
"TOI-5205 b",2023,"Transit",1.63075700000,0.0199000000,11.60000000,3.43000000000000e+02,343.00000000,1.210000,737.00,49.0000,0.020000,88.21000,3430.00,0.394000,0.392000,-1.71220,,86.44930000
"K2-237 b",2018,"Transit",2.18053332000,0.0355200000,16.06246934,4.34153603962000e+02,434.15360396,0.577000,1759.00,1860.0000,0.030000,88.37000,6180.00,1.236000,1.256000,0.30320,1.0900,314.99500000
"Kepler-87 b",2013,"Transit",114.73635000000,0.4810000000,13.49000000,3.24200000000000e+02,324.20000000,0.729000,478.00,9.2030,0.036000,89.27400,5600.00,1.820000,1.100000,0.32604,7.5000,1232.90000000
"Kepler-75 b",2013,"Transit",8.88491160000,0.0818000000,11.77000000,3.20990000000000e+03,3209.90000000,11.000000,767.00,106.4840,0.570000,89.12000,5200.00,0.890000,0.910000,-0.21487,6.2000,835.35600000
"Kepler-74 b",2013,"Transit",7.34071100000,0.0781000000,10.76000000,2.00220000000000e+02,200.22000000,0.880000,1078.00,337.6820,0.000000,87.46000,6000.00,1.120000,1.180000,0.33210,0.8000,1177.55000000
"Kepler-145 c",2013,"Transit",42.88200000000,0.2624400000,4.32000000,7.94000000000000e+01,79.40000000,2.580000,709.00,67.1930,0.110000,89.29000,6022.00,1.850000,1.320000,0.69164,3.2400,566.85000000
"Kepler-328 b",2013,"Transit",34.92100000000,0.2199000000,2.30000000,2.85000000000000e+01,28.50000000,7.800000,602.00,57.0790,0.000000,89.96000,6064.00,1.060000,1.150000,0.44013,2.5700,2213.19000000
"Kepler-56 c",2012,"Transit",21.40239000000,0.1652000000,9.80000000,1.81000000000000e+02,181.00000000,1.060000,1087.00,317.2060,0.000000,80.40000,4840.00,4.230000,1.320000,0.90455,3.5000,912.99400000
"XO-5 b",2008,"Transit",4.18775580000,0.0515000000,12.78000000,3.78200000000000e+02,378.20000000,1.060000,1230.00,397.4799,0.000000,86.80000,5430.00,1.130000,1.040000,-0.06000,8.5000,276.21100000
"Kepler-447 b",2015,"Transit",7.79430132000,0.0769000000,18.49000000,4.35410000000000e+02,435.41000000,0.400000,882.00,119.0390,0.123000,86.55000,5493.00,1.050000,1.000000,-0.19007,1.6200,268.04100000
"Kepler-56 b",2012,"Transit",10.50160000000,0.1028000000,6.51000000,2.21000000000000e+01,22.10000000,0.442000,1378.00,819.2450,0.040000,89.66000,4840.00,4.230000,1.320000,0.90455,3.5000,912.99400000
"WASP-16 b",2009,"Transit",3.11860000000,0.0415000000,13.67498000,3.94109200000000e+02,394.10920000,0.572000,1389.00,481.9170,0.000000,85.22000,5700.00,1.140000,1.780000,0.01005,8.6000,194.13400000
"WASP-17 b",2009,"Transit",3.73543000000,0.0515000000,20.96083000,2.47907400000000e+02,247.90740000,0.082000,1755.00,1292.1900,0.000000,86.63000,6550.00,1.490000,2.280000,0.61272,2.6500,405.90800000
"WASP-18 b",2009,"Transit",0.94145223000,0.0202400000,13.89913607,3.24184975140000e+03,3241.84975140,6.600000,2429.00,5805.0000,0.005100,83.50000,6432.00,1.319000,1.294000,0.42813,1.5700,123.48300000
"HAT-P-54 b",2015,"Transit",3.79984700000,0.0411700000,10.58129600,2.41550800000000e+02,241.55080000,1.118000,818.00,88.6713,0.074000,87.04000,4390.00,0.617000,0.645000,-0.90170,3.9000,143.65100000
"Kepler-226 b",2014,"Transit",3.94099700000,0.0470000000,1.55000000,2.40000000000000e+01,24.00000000,35.400000,1018.00,270.4020,0.000000,88.88000,5571.00,0.802000,0.904000,-0.23921,4.1700,980.13800000
"WASP-26 b",2010,"Transit",2.75660000000,0.0400000000,13.56289000,2.70155500000000e+02,270.15550000,0.703000,1650.00,1225.5264,0.000000,82.50000,6034.00,1.220000,0.860000,0.28725,6.0000,252.75900000
"WASP-33 b",2010,"Transit",1.21987000000,0.0239000000,17.85593700,6.65218190000000e+02,665.21819000,0.689000,2781.70,9392.0471,0.000000,86.63000,7430.00,1.444000,1.495000,0.81944,,121.94400000
"HATS-14 b",2015,"Transit",2.76676410000,0.0381500000,11.64615100,3.40395930000000e+02,340.39593000,1.191000,1276.00,505.8840,0.142000,88.83000,5346.00,0.933000,0.967000,-0.17274,4.9000,513.01100000
"HD 95086 b",2013,"Imaging",,55.7000000000,12.90000000,1.58900000000000e+03,1589.00000000,4.070000,1000.00,,,,7595.00,1.486670,1.600000,0.82124,0.0170,86.22790000
"Kepler-11 f",2010,"Transit",46.68880000000,0.2500000000,2.49000000,2.00000000000000e+00,2.00000000,0.690000,513.00,19.5300,0.013000,89.47000,5663.00,1.065000,0.961000,0.12020,8.5000,646.34600000
"Kepler-11 e",2010,"Transit",31.99960000000,0.1950000000,4.19000000,8.00000000000000e+00,8.00000000,0.580000,582.00,32.3400,0.012000,88.89000,5663.00,1.065000,0.961000,0.12020,8.5000,646.34600000
"Kepler-11 g",2010,"Transit",118.38070000000,0.4660000000,3.33000000,2.50000000000000e+01,25.00000000,4.000000,376.00,5.6500,0.150000,89.87000,5663.00,1.065000,0.961000,0.12020,8.5000,646.34600000
"Kepler-11 c",2010,"Transit",13.02410000000,0.1070000000,2.87000000,2.90000000000000e+00,2.90000000,0.660000,786.00,107.2240,0.026000,89.59000,5663.00,1.065000,0.961000,0.12020,8.5000,646.34600000
"WASP-57 b",2012,"Transit",2.83891856000,0.0376900000,11.76945000,2.04682520000000e+02,204.68252000,0.693000,1338.00,702.3850,0.000000,86.05000,5600.00,0.927000,0.886000,-0.00509,2.6000,398.27600000
"HAT-P-50 b",2015,"Transit",3.12201090000,0.0453000000,14.43719200,4.29070500000000e+02,429.07050000,0.780000,1862.00,2108.4362,0.115000,83.65000,6280.00,1.698000,1.273000,0.60314,3.3700,515.45800000
"MOA-2008-BLG-379L b",2013,"Microlensing",,2.7000000000,13.00000000,1.30000000000000e+03,1300.00000000,3.250000,,,,,,,0.560000,,,3300.00000000
"Kepler-279 b",2014,"Transit",12.30968100000,0.1120000000,3.62000000,4.18093000000000e+03,4180.93000000,165.000000,1104.00,249.0210,0.000000,83.92000,6363.00,1.746000,1.200000,0.51880,0.2200,1037.40000000
"HD 106906 b",2013,"Imaging",,650.0000000000,12.40000000,3.49600000000000e+03,3496.00000000,10.100000,1800.00,,,,6516.00,2.123510,1.500000,0.75000,0.0130,103.02900000
"Kepler-297 c",2014,"Transit",74.92013700000,0.3360000000,6.54000000,4.21000000000000e+01,42.10000000,0.827000,409.00,6.8600,0.000000,89.47000,5619.00,0.915000,0.927000,-0.09608,1.9000,692.14000000
"Kepler-282 d",2013,"Transit",24.80600000000,0.1583700000,2.46000000,6.10000000000000e+01,61.00000000,22.500000,588.00,52.3480,0.000000,89.99000,5656.00,0.890000,0.970000,0.10587,12.8800,1337.61000000
"DP Leo b",2009,"Eclipse Timing Variations",10220.00000000000,8.1900000000,12.70000000,1.99588832000000e+03,1995.88832000,5.350000,,,0.390000,,13500.00,0.011500,0.690000,-2.40000,,305.68400000
"HAT-P-19 b",2010,"Transit",4.00878322000,0.0459900000,11.29865255,8.80384687390000e+01,88.03846874,0.335000,981.20,154.0000,0.070000,89.52000,4962.00,0.773000,0.807000,-0.48545,7.2000,202.07800000
"HAT-P-34 b",2011,"Transit",5.45265400000,0.0677400000,13.41717300,1.05837390000000e+03,1058.37390000,2.500000,1520.00,433.7800,0.432000,87.10000,6442.00,1.530000,1.392000,0.60030,1.7000,249.32500000
"WASP-11 b",2008,"Transit",3.72247000000,0.0435000000,12.44199000,2.51085700000000e+02,251.08570000,0.632000,992.00,184.9880,0.000000,89.80000,4800.00,0.890000,1.420000,0.00000,7.6000,124.73000000
"WASP-37 b",2010,"Transit",3.57746900000,0.0446000000,13.00200000,5.72070000000000e+02,572.07000000,1.530000,1232.50,545.3338,0.000000,88.82000,5800.00,1.003000,0.925000,-0.02100,11.0000,392.79100000
"WASP-90 b",2016,"Transit",3.91624300000,0.0562000000,18.27067000,2.00232900000000e+02,200.23290000,0.193000,1840.00,1704.4939,0.000000,82.10000,6430.00,1.980000,1.550000,0.63014,4.4000,466.43300000
"Kepler-276 c",2013,"Transit",31.88400000000,0.1861900000,2.90000000,1.66000000000000e+01,16.60000000,0.890000,563.00,19.7930,0.000000,86.92000,5693.00,1.030000,1.100000,-0.08948,0.4000,1144.86000000
"Kepler-305 b",2013,"Transit",5.48700000000,0.0574600000,3.60000000,1.05000000000000e+01,10.50000000,1.240000,836.00,112.9140,0.005000,84.98000,5080.00,0.800000,0.760000,-0.42318,4.3700,868.47700000
"2MASS J01225093-2439505 b",2013,"Imaging",,52.0000000000,11.20900000,7.78650000000000e+03,7786.50000000,30.400000,1600.00,,,,3530.00,0.366450,0.400000,-1.72000,0.1200,33.82810000
"WASP-52 b",2012,"Transit",1.74977980000,0.0272000000,14.24000000,1.46200000000000e+02,146.20000000,0.290000,1315.00,605.7625,0.000000,85.35000,5000.00,0.790000,0.870000,-0.35366,0.4000,174.81800000
"WASP-75 b",2013,"Transit",2.48419300000,0.0375000000,14.23500000,3.40060000000000e+02,340.06000000,0.690000,1710.00,1657.0000,0.000000,82.00000,6100.00,1.260000,1.140000,0.30426,3.5000,294.00100000
"WASP-135 b",2015,"Transit",1.40137940000,0.0243000000,14.57170000,6.03877000000000e+02,603.87700000,1.160000,1403.66,917.4101,0.000000,82.00000,5675.00,0.960000,0.980000,-0.32573,0.6000,298.21400000
"HD 222237 b",2024,"Radial Velocity",14892.00000000000,10.8000000000,12.80000000,1.64952943233000e+03,1649.52943233,4.320000,,,0.560000,49.90000,4751.00,0.710000,0.760000,-0.66555,8.8000,11.44690000
"Kepler-91 b",2013,"Transit",6.24658000000,0.0731000000,15.32270300,2.57442300000000e+02,257.44230000,0.400000,2040.00,3273.3240,0.051900,69.68000,4550.00,6.300000,1.310000,1.22500,4.4700,1294.69000000
"TOI-4495 b",2026,"Transit",2.56699000000,0.0395700000,2.48300000,7.70000000000000e+00,7.70000000,2.710000,1735.00,1001.2800,0.078000,87.80000,6210.00,1.309000,1.247000,0.36656,1.9000,132.21400000
"HAT-P-66 b",2016,"Transit",2.97208600000,0.0436300000,17.82231000,2.48860890000000e+02,248.86089000,0.242000,1896.00,1939.5100,0.090000,86.20000,6002.00,1.881000,1.255000,0.61490,4.6600,935.45600000
"WASP-118 b",2016,"Transit",4.04604350000,0.0545300000,16.14096000,1.63364620000000e+02,163.36462000,0.233000,1729.00,6586.4700,0.000000,88.70000,6410.00,1.696000,1.320000,0.65885,1.1700,376.65800000
"WASP-7 b",2008,"Transit",4.95464160000,0.0617000000,14.90797000,3.05116800000000e+02,305.11680000,0.550000,1487.00,612.6860,0.034000,87.03000,6400.00,1.432000,1.276000,0.53682,2.4000,162.30300000
"XO-4 b",2010,"Transit",4.12508000000,0.0552400000,14.01125000,4.51318600000000e+02,451.31860000,0.830000,1630.00,1112.2700,0.000000,88.80000,6397.00,1.450000,1.100000,0.53558,2.1000,272.65500000
"KELT-2 A b",2012,"Transit",4.11379000000,0.0549700000,15.13215000,5.40311000000000e+02,540.31100000,0.910000,2080.00,3108.4500,0.000000,88.60000,6327.00,1.930000,1.540000,0.68890,3.9700,134.05800000
"K2-30 b",2016,"Transit",4.09850300000,0.0483900000,11.64615100,1.84023570000000e+02,184.02357000,0.640000,1092.00,299.0000,0.000000,86.92000,5425.00,0.844000,0.900000,-0.25649,3.9000,333.04200000
"WASP-101 b",2014,"Transit",3.58572000000,0.0505700000,16.02887000,1.62093300000000e+02,162.09330000,0.240000,1560.00,1089.1710,0.000000,85.00000,6380.00,1.310000,1.410000,0.42052,1.1400,201.22400000
"Kepler-317 b",2014,"Transit",5.52424200000,0.0610000000,2.09000000,1.09800000000000e+02,109.80000000,66.100000,976.00,151.6520,0.000000,87.89000,5497.00,0.941000,0.865000,-0.20780,3.7200,940.58400000
"Kepler-338 b",2014,"Transit",13.72697600000,0.1170000000,2.44000000,3.06000000000000e+01,30.60000000,11.600000,1005.00,256.6060,0.040000,89.90000,5923.00,1.735000,1.105000,0.58570,6.4600,552.79800000
"GJ 3470 b",2012,"Radial Velocity",3.33664960000,0.0355000000,4.57000000,1.39000000000000e+01,13.90000000,0.800000,593.50,29.6584,0.017000,89.13000,3600.00,0.547000,0.539000,-1.53760,1.6500,29.42140000
